model,lambda_reg,epoch,train_loss,test_loss,test_accuracy,test_precision,test_recall,test_f1
deberta,0.75,1,0.5927187206289172,,,,,
deberta,0.75,2,11.214287246656419,,,,,
deberta,0.75,3,13.675636406005024,,,,,
deberta,0.75,4,2.1334935532057284,,,,,
deberta,0.75,5,0.879008001627624,,,,,
deberta,0.75,final_test,,0.3674583942502737,0.85916,0.8321373085743878,0.89984,0.8646654110773724
deberta,1,1,0.5948562155449391,,,,,
deberta,1,2,1.0555988247710466,,,,,
deberta,1,3,11.712479892653226,,,,,
deberta,1,4,1.0658323119971156,,,,,
deberta,1,5,0.7824640051797033,,,,,
deberta,1,final_test,,0.4370582610519789,0.8286,0.7650855114553081,0.9484,0.8469369530273263
deberta,2,1,0.936083168810457,,,,,
deberta,2,2,0.652425124982074,,,,,
deberta,2,3,6.634880616751313,,,,,
deberta,2,4,6.021111676087379,,,,,
deberta,2,5,0.6090390037561954,,,,,
deberta,2,final_test,,0.4882544925588509,0.80028,0.7286628084069449,0.95688,0.8273214594501124
deberta,5,1,3.1441247606372835,,,,,
deberta,5,2,16.610540162327887,,,,,
deberta,5,3,6.086468387959004,,,,,
deberta,5,4,6.222127860364318,,,,,
deberta,5,5,2.509108424945474,,,,,
deberta,5,final_test,,0.6445393464822718,0.75964,0.686533708833841,0.9556,0.799023378708318
