model,epoch,train_loss,val_loss,test_loss,test_accuracy,test_precision,test_recall,test_f1
deberta_large,1,0.694179527721405,0,,,,,
deberta_large,2,0.6924069513702392,0,,,,,
deberta_large,3,0.6919039026832581,0,,,,,
deberta_large,4,0.6913886158752441,0.6915323110198974,,,,,
deberta_large,5,0.6910172748756409,0,,,,,
deberta_large,6,0.6900531622695922,0,,,,,
deberta_large,7,0.6892954727363586,0,,,,,
deberta_large,8,0.6864431011772156,0.6799088193893432,,,,,
deberta_large,9,0.6832116257667542,0,,,,,
deberta_large,10,0.6754548745155334,0,,,,,
deberta_large,11,0.6724382439804077,0,,,,,
deberta_large,12,0.6703104265022278,0.6457726752662659,,,,,
deberta_large,13,0.6673080171489716,0,,,,,
deberta_large,14,0.6650501281929017,0,,,,,
deberta_large,15,0.666976868133545,0,,,,,
deberta_large,16,0.6644633773231506,0.6288384750175476,,,,,
deberta_large,17,0.6599643304729461,0,,,,,
deberta_large,18,0.6627305425167084,0,,,,,
deberta_large,19,0.6622634630966187,0,,,,,
deberta_large,20,0.659065212650299,0.6269909865570068,,,,,
deberta_large,final_test,,,0.6269909865570068,0.6622,0.6764214315199194,0.6622,0.6552524256925117
