model,epoch,train_loss,val_loss,test_loss,test_accuracy,test_precision,test_recall,test_f1
albert,1,0.3393037354601017,0,,,,,
albert,2,0.3025381408312423,0,,,,,
albert,3,0.2924942337894146,0,,,,,
albert,4,0.2914236278922052,0.2683633614071691,,,,,
albert,5,0.2871941878988872,0,,,,,
albert,6,0.28215122962238237,0,,,,,
albert,7,0.280900867487842,0,,,,,
albert,8,0.27481891614070936,0.27949160460432754,,,,,
albert,9,0.2732545017995898,0,,,,,
albert,10,0.273405999772284,0,,,,,
albert,11,0.2685410684547837,0,,,,,
albert,12,0.2635346734032311,0.2550021711950234,,,,,
albert,13,0.26309398062150596,0,,,,,
albert,14,0.25890476559065356,0,,,,,
albert,15,0.25734887739508794,0,,,,,
albert,16,0.2544313259112934,0.2529097436245004,,,,,
albert,17,0.2506318507085644,0,,,,,
albert,18,0.2470138531561967,0,,,,,
albert,19,0.24444605704332611,0,,,,,
albert,20,0.2443447551598876,0.25530217176747777,,,,,
albert,final_test,,,0.25530217176747777,0.89452,0.89606614336559,0.89452,0.8944169575389399
bert,1,0.41432509770091347,0,,,,,
bert,2,0.38131325054611065,0,,,,,
bert,3,0.37566717138236255,0,,,,,
bert,4,0.370740323045642,0.32105337230992753,,,,,
bert,5,0.3637882859582559,0,,,,,
bert,6,0.3598261296377301,0,,,,,
bert,7,0.36203370792928297,0,,,,,
bert,8,0.3570482057834465,0.3292722776734764,,,,,
bert,9,0.3547520832523885,0,,,,,
bert,10,0.35494177332308835,0,,,,,
bert,11,0.3517465045197759,0,,,,,
bert,12,0.3489010367215976,0.3128305187577564,,,,,
bert,13,0.34437446270235744,0,,,,,
bert,14,0.3453795208344838,0,,,,,
bert,15,0.34684979734955423,0,,,,,
bert,16,0.3442553377883677,0.31822463579390076,,,,,
bert,17,0.34017044820382436,0,,,,,
bert,18,0.3396117020105217,0,,,,,
bert,19,0.3375032237103484,0,,,,,
bert,20,0.33432436381929664,0.3151711169284693,,,,,
bert,final_test,,,0.3151711169284693,0.8606,0.8627982182036591,0.8606,0.8603885212228942
