model,epoch,train_loss,val_loss,test_loss,test_accuracy,test_precision,test_recall,test_f1
albert,1,0.38796705525232594,0,,,,,
albert,2,0.3017555870740214,0,,,,,
albert,3,0.2927781051669511,0,,,,,
albert,4,0.29122695077737404,0.2580605503707953,,,,,
albert,5,0.2827325567688915,0,,,,,
albert,6,0.28410635265192197,0,,,,,
albert,7,0.2751831912238363,0,,,,,
albert,8,0.2779288120050596,0.2520293507037383,,,,,
albert,9,0.2718647598710223,0,,,,,
albert,10,0.26886457309689343,0,,,,,
albert,11,0.2692971138470709,0,,,,,
albert,12,0.26681519598388476,0.24996842273766615,,,,,
albert,13,0.26309946846271737,0,,,,,
albert,14,0.26339045745306916,0,,,,,
albert,15,0.2564777225894724,0,,,,,
albert,16,0.25855871439051603,0.25116017487934494,,,,,
albert,17,0.2528787965571087,0,,,,,
albert,18,0.2539678686074984,0,,,,,
albert,19,0.24642762408299243,0,,,,,
albert,20,0.2528209664101545,0.25098812674551785,,,,,
albert,final_test,,,0.25098812674551785,0.89808,0.8981179237579342,0.89808,0.898077572778549
bert,1,0.4588275376090009,0,,,,,
bert,2,0.38037362847756057,0,,,,,
bert,3,0.37365081368618414,0,,,,,
bert,4,0.36555940269117776,0.3193786738789566,,,,,
bert,5,0.3650425335562771,0,,,,,
bert,6,0.36549278562715704,0,,,,,
bert,7,0.36126388146548566,0,,,,,
bert,8,0.3594236549416644,0.3162936391708127,,,,,
bert,9,0.35346936119418837,0,,,,,
bert,10,0.356121634302979,0,,,,,
bert,11,0.3511562233865833,0,,,,,
bert,12,0.35360252155528493,0.31039859338646236,,,,,
bert,13,0.3470701616131108,0,,,,,
bert,14,0.34820903204881987,0,,,,,
bert,15,0.34380686395609145,0,,,,,
bert,16,0.34305183442639603,0.3056162975309029,,,,,
bert,17,0.3404200148488075,0,,,,,
bert,18,0.34404848924506115,0,,,,,
bert,19,0.3392548244363096,0,,,,,
bert,20,0.3397484647487877,0.3072885259299498,,,,,
bert,final_test,,,0.3072885259299498,0.86772,0.8681141023690138,0.86772,0.8676845858323242
