model,epoch,train_loss,val_loss,test_loss,test_accuracy,test_precision,test_recall,test_f1
roberta_large,1,0.5336671188826448,0,,,,,
roberta_large,2,0.3940432706153019,0,,,,,
roberta_large,3,0.3828068198022443,0,,,,,
roberta_large,4,0.374468919757327,0.260184900593239,,,,,
roberta_large,5,0.3722162907937171,0,,,,,
roberta_large,6,0.37628578606299384,0,,,,,
roberta_large,7,0.36644661341217644,0,,,,,
roberta_large,8,0.36929281481129955,0.2553652396112185,,,,,
roberta_large,9,0.3656713053422026,0,,,,,
roberta_large,10,0.36575111693876033,0,,,,,
roberta_large,11,0.3652629928469124,0,,,,,
roberta_large,12,0.3636561016613523,0.2713424188686119,,,,,
roberta_large,13,0.3590966150288542,0,,,,,
roberta_large,14,0.36362902193031704,0,,,,,
roberta_large,15,0.3602200561940136,0,,,,,
roberta_large,16,0.36013448187129204,0.24624304203596623,,,,,
roberta_large,17,0.35774373249773483,0,,,,,
roberta_large,18,0.35656446671579334,0,,,,,
roberta_large,19,0.3551835194373085,0,,,,,
roberta_large,20,0.35064958192060103,0.26025005552252745,,,,,
roberta_large,final_test,,,0.26025005552252745,0.89688,0.9035581815158463,0.89688,0.8964516138651408
